"","n_raw_reads","n_mapped_reads","expected_umis","ci_95_low","ci_95_high","signal_umis","dataset"
"530",1269999986.42921,848382002.38161,488746161.185522,488532292.73939,488960123.258448,78439066,"high_neutrophil"
"531",1279999986.32235,855062175.628709,491187232.469823,490972483.550211,491402075.319543,78830835,"high_neutrophil"
"532",1289999986.21549,861742348.875808,493615710.801174,493400055.720967,493831460.139808,79220582,"high_neutrophil"
"533",1299999986.10864,868422522.122908,496031748.731675,495815161.243853,496248430.83165,79608333,"high_neutrophil"
"534",1309999986.00178,875102695.370007,498435531.040098,498217984.327798,498653172.744095,79994117,"high_neutrophil"
"535",1319999985.89492,881782868.617106,500827067.890334,500608534.558011,501045696.620186,80377936,"high_neutrophil"
"536",1329999985.78807,888463041.864206,503206470.836965,502986922.8992,503426114.60485,80759807,"high_neutrophil"
"537",1339999985.68121,895143215.111305,505573708.231104,505353117.105249,505794395.646946,81139726,"high_neutrophil"
"538",1349999985.57435,901823388.358404,507928903.593332,507707240.089366,508150663.874939,81517712,"high_neutrophil"
"539",1359999985.4675,908503561.605504,510272280.324489,510049514.635407,510495143.307169,81893802,"high_neutrophil"
"540",1369999985.36064,915183734.852603,512603944.143933,512380045.838687,512827940.287593,82268012,"high_neutrophil"
"541",1379999985.25378,921863908.099702,514923999.436756,514698937.449947,515149159.836237,82640358,"high_neutrophil"
"542",1389999985.14693,928544081.346801,517232549.275909,517006291.900873,517458905.66792,83010858,"high_neutrophil"
"543",1399999985.04007,935224254.593901,519529695.44386,519302210.324206,519757280.215467,83379528,"high_neutrophil"
"544",1409999984.93321,941904427.841,521815538.453791,521586792.575421,522044384.650415,83746384,"high_neutrophil"
"545",1419999984.82636,948584601.088099,524090177.570347,523860137.254011,524320318.903239,84111442,"high_neutrophil"
"546",1429999984.7195,955264774.335199,526353146.178266,526121777.072863,526584617.031335,84474626,"high_neutrophil"
"547",1439999984.61264,961944947.582298,528605165.894528,528372432.969606,528838001.331639,84836054,"high_neutrophil"
"548",1449999984.50579,968625120.829397,530846795.729434,530612663.269232,531081031.500418,85195814,"high_neutrophil"
"549",1459999984.39893,975305294.076496,533077609.784811,532842041.381785,533313282.332159,85553838,"high_neutrophil"
"550",1469999984.29207,981985467.323596,535297726.25155,535060684.799811,535534872.716891,85910146,"high_neutrophil"
"551",1479999984.18522,988665640.570695,537507742.104794,537269189.796309,537746400.33263,86264832,"high_neutrophil"
"552",1489999984.07836,995345813.817794,539707236.393529,539467134.711106,539947444.938472,86617830,"high_neutrophil"
"553",1499999983.9715,1002025987.06489,541896299.491074,541654609.204697,542138097.621441,86969153,"high_neutrophil"
"554",1509999983.86465,1008706160.31199,544075020.692325,543831701.853943,544318448.395374,87318817,"high_neutrophil"
"555",1519999983.75779,1015386333.55909,546243433.626565,545998445.566336,546488531.612289,87666827,"high_neutrophil"
"556",1529999983.65093,1022066506.80619,548401464.418816,548154765.741906,548648274.123198,88013170,"high_neutrophil"
"557",1539999983.54408,1028746680.05329,550549406.354174,550300954.936008,550797969.943884,88357894,"high_neutrophil"
"558",1549999983.43722,1035426853.30039,552687344.410701,552437097.395674,552937704.784458,88701012,"high_neutrophil"
"559",1559999983.33036,1042107026.54749,554815362.567758,554563276.365854,555067563.359746,89042539,"high_neutrophil"
"560",1569999983.22351,1048787199.79459,556933514.077658,556679544.362544,557187599.659462,89382482,"high_neutrophil"
"561",1579999983.11665,1055467373.04169,559041768.103368,558785869.809576,559297783.586838,89720836,"high_neutrophil"
"562",1589999983.00979,1062147546.28879,561140455.19722,560882582.52049,561398446.434089,90057656,"high_neutrophil"
"563",1599999982.90294,1068827719.53589,563229841.231884,562969947.626889,563489854.816083,90392982,"high_neutrophil"
"564",1609999982.79608,1075507892.78299,565309526.127167,565047564.306978,565571609.395532,90726751,"high_neutrophil"
"565",1619999982.68922,1082188066.03009,567379734.412245,567115656.34851,567643935.444237,91059000,"high_neutrophil"
"566",1629999982.58237,1088868239.27718,569440583.934838,569174340.857854,569706951.552531,91389747,"high_neutrophil"
"567",1639999982.47551,1095548412.52428,571492151.209948,571223693.608719,571760734.978008,91719003,"high_neutrophil"
"568",1649999982.36865,1102228585.77138,573534511.881117,573263789.503938,573805362.106256,92046783,"high_neutrophil"
"569",1659999982.2618,1108908759.01848,575567740.73327,575294702.590311,575840908.461687,92373096,"high_neutrophil"
"570",1669999982.15494,1115588932.26558,577591911.705313,577316506.068042,577867448.723315,92697956,"high_neutrophil"
"571",1679999982.04808,1122269105.51268,579607097.902503,579329272.30769,579885056.732533,93021374,"high_neutrophil"
"572",1689999981.94123,1128949278.75978,581613623.423281,581333324.672822,581894057.324068,93343403,"high_neutrophil"
"573",1699999981.83437,1135629452.00688,583611090.427822,583328264.593442,583894053.389884,93663977,"high_neutrophil"
"574",1709999981.72751,1142309625.25398,585599535.009743,585314127.434134,585885081.754186,93983103,"high_neutrophil"
"575",1719999981.62066,1148989798.50108,587579428.544052,587291383.844581,587867614.518793,94300857,"high_neutrophil"
"576",1729999981.5138,1155669971.74818,589550741.461733,589260003.533719,589841622.838382,94617234,"high_neutrophil"
"577",1739999981.40694,1162350144.99528,591513645.216062,591220157.236265,591807278.886416,94932261,"high_neutrophil"
"578",1749999981.30009,1169030318.24238,593467589.850534,593171294.280741,593764033.423215,95245850,"high_neutrophil"
"579",1759999981.19323,1175710491.48948,595412524.062404,595113362.653641,595711835.858561,95557994,"high_neutrophil"
"580",1769999981.08637,1182390664.73657,597349649.197822,597047562.995223,597651888.245989,95868884,"high_neutrophil"
"581",1779999980.97952,1189070837.98367,599279612.351049,598974541.696415,599584838.384748,96178624,"high_neutrophil"
"582",1789999980.87266,1195751011.23077,601201425.43363,600893309.972804,601509698.884461,96487057,"high_neutrophil"
"583",1799999980.7658,1202431184.47787,603114212.009449,602802990.695332,603425594.004099,96794041,"high_neutrophil"
"584",1809999980.65895,1209111357.72497,605018677.393481,604704288.491478,605333229.747907,97099689,"high_neutrophil"
"585",1819999980.55209,1215791530.97207,606915043.985119,606597425.07786,607232829.199992,97404038,"high_neutrophil"
"586",1829999980.44523,1222471704.21917,608804365.07717,608483453.070755,609125446.331435,97707256,"high_neutrophil"
"587",1839999980.33838,1229151877.46627,610685782.872917,610361514.001136,611010224.020142,98009205,"high_neutrophil"
"588",1849999980.23152,1235832050.71337,612558267.732917,612230577.564266,612886133.294386,98309721,"high_neutrophil"
"589",1859999980.12466,1242512223.96047,614422731.760812,614091555.202825,614754086.920689,98608949,"high_neutrophil"
"590",1869999980.01781,1249192397.20757,616279447.935386,615944719.240463,616614358.535105,98906935,"high_neutrophil"
"591",1879999979.91095,1255872570.45467,618128987.168398,617790639.940691,618467519.699733,99203768,"high_neutrophil"
"592",1889999979.80409,1262552743.70177,619971133.936455,619629101.13586,620313355.537796,99499415,"high_neutrophil"
"593",1899999979.69724,1269232916.94887,621805724.433362,621459938.383402,622151702.881874,99793849,"high_neutrophil"
"594",1909999979.59038,1275913090.19596,623632815.701169,623283208.093776,623982619.407986,100087080,"high_neutrophil"
"595",1919999979.48352,1282593263.44306,625452464.187429,625098966.088307,625806162.192345,100379116,"high_neutrophil"
"596",1929999979.37667,1289273436.69016,627264839.897512,626907381.754183,627622501.86094,100669985,"high_neutrophil"
"597",1939999979.26981,1295953609.93726,629069973.858791,628708485.504765,629431670.057682,100959691,"high_neutrophil"
"598",1949999979.16295,1302633783.18436,630867833.91607,630502244.576989,631233635.237846,101248231,"high_neutrophil"
"599",1959999979.0561,1309313956.43146,632658474.206254,632288712.506777,633028452.14194,101535611,"high_neutrophil"
"600",1969999978.94924,1315994129.67856,634441948.309828,634067942.279299,634816174.948435,101821842,"high_neutrophil"
"601",1979999978.84238,1322674302.92566,636218309.258171,635839986.335511,636596857.281858,102106930,"high_neutrophil"
"602",1989999978.73553,1329354476.17276,637987161.149922,637604448.19072,638370103.827109,102390814,"high_neutrophil"
"603",1999999978.62867,1336034649.41986,639748983.671615,639361806.953945,640136394.850914,102673570,"high_neutrophil"
